0.80036,2.1609,0.33685,-2.9463,-2.4231,2.0623,-1.2252,-0.033471,0.54094,1.8965,0.14809,2.314,-0.35874,1.0966,1.8561,-1.4451,1.473,1.8702,-2.6641,-1.3536,-2.2991,1.2891,1.2036,1.03,-3.0652,-2.1647,2.6335,-1.9044,-1.6076,0.28966,-2.6233,0.60493,-0.13185,2.8896,1.0951,0.59453,0.1301,1.2432,0.22846,0.035874,2.045,1.1534,0.039872,-0.25177,0.91038,1.4876,2.0664,2.9503,-2.4366,0.12101,-2.3661,-0.28606,0.60919,-1.8757,-1.4313,1.8245,-2.9214,1.9295,1.1294,2.3614,1.9396,1.5517,1.5315,2.05,0.48045,-2.1673,-1.6442,2.5362,-2.8963,-1.4445,0.90378,1.7112,2.2485,0.42603,0.017451,0.21102,-2.548,-1.7692,2.3601,1.5345,2.3038,0.27061,-1.0728,1.2315,0.30249,-0.66458,1.9819,1.8307,1.0528,-2.3558,-1.5437,-1.2539,0.40649,0.21314,-2.8239,-1.9794,2.1761,2.7665,-1.5632,-1.5506,0.42263,-1.6008,2.392,2.2746,2.5259,1.6956,-2.1984,-3.119,1.7667,1.6494,1.0266,-1.7295,-1.1543,1.6421,2.5329,-1.4032,2.2862,1.0813,-2.4059,-2.9471,0.35988,1.238,1.288,-0.85398,-1.1321,0.12237,-2.9005,1.2724
0.87383,1.7739,0.84517,1.6453,0.11449,-1.6977,-2.1221,0.11449,-2.403,-1.3262,2.1151,-0.10897,-2.3736,-1.3412,-0.065241,1.3811,-0.41622,-1.3412,-0.41622,2.4807,-2.3736,-1.3412,0.89224,-0.40315,-0.043252,2.4013,2.1151,1.3811,-0.40315,0.1267,0.42383,-0.41622,-1.3459,-0.41622,-2.4909,2.4807,-2.4909,0.89224,-2.4909,0.42383,1.8248,2.4013,2.4807,0.91303,1.6191,2.0624,1.3811,1.0972,0.84517,0.39977,0.84517,-1.3412,0.84517,-1.3412,0.42383,-1.3459,0.39977,-2.3736,0.1267,2.4807,2.4807,1.3811,0.11609,-0.065241,0.87383,1.4516,1.3811,-0.6969,1.1199,-1.9143,2.3362,0.91303,1.8248,2.0624,-0.54369,1.3811,0.1267,-2.4909,0.11449,0.42383,2.4013,-2.3185,0.98657,2.4013,2.4013,1.0972,-0.98393,-0.41622,2.1151,0.11449,0.11609,0.1267,-2.4909,-1.9143,0.42383,0.89224,-0.065241,1.6191,0.42383,2.1151,2.1151,0.11609,-2.3031,0.84517,1.395,-1.3459,0.31412,-1.3412,2.3362,1.3298,0.1267,0.11449,-0.10897,1.3811,0.86034,-1.3459,0.11609,1.3298,2.3362,-0.6969,1.9248,-2.4909,2.1151,-0.40315,0.1267,0.11609,0.89224,-1.3459
1.8004,0.53279,0.0064285,1.3039,1.8302,1.8302,-0.15176,1.8302,1.8792,1.1319,0.87441,1.8004,0.28319,0.53279,0.53279,2.1741,0.63537,0.79938,0.63537,1.2909,1.2909,1.9192,0.53279,0.32665,1.8302,-0.15176,0.63537,0.63537,1.8004,0.63537,0.53279,0.28319,1.9192,1.8004,0.63537,1.8792,0.63537,1.8004,0.63537,0.63537,0.63537,0.63537,1.5348,0.28319,1.4908,0.84642,0.78606,1.8004,0.87441,1.8792,1.8896,0.87441,0.28319,0.79938,1.8792,0.73756,1.8792,0.84642,1.3039,1.2909,1.3039,-0.017872,0.73756,1.3039,0.63537,1.8792,1.8792,0.53279,0.63537,-0.15176,1.8004,1.8302,-0.15176,0.84642,-0.15176,1.5348,1.3039,-0.31699,-0.50284,0.63537,0.84642,0.73756,0.63537,1.3039,1.8004,1.8302,0.63537,1.8004,0.84642,1.9192,2.086,0.53279,1.8004,0.53279,0.63537,2.1741,0.63537,0.78606,0.53279,0.53279,0.63537,-1.1247,0.84642,1.8004,0.38331,-1.3651,1.4908,0.53279,1.9192,0.87441,1.9192,0.53279,1.8004,0.28319,0.53279,1.8302,1.8792,1.8004,0.84642,0.63537,0.63537,1.8004,1.8896,0.84642,0.84642,0.78606,1.3039,-1.4684
1.6838,0.40874,-2.9786,0.40874,2.1158,2.0634,0.40874,0.40874,-1.616,2.7228,1.6246,-2.4789,0.2444,0.49452,2.1001,-1.616,2.0634,1.8754,2.6596,2.0634,-0.004419,0.2444,2.6596,0.40874,1.6246,2.6596,-2.8649,2.0634,0.40874,-1.616,-0.73417,2.1001,2.1001,0.2444,1.2089,-2.4789,2.0634,-2.4789,1.4479,2.0634,0.40874,1.4479,-2.4789,-2.1054,-2.4789,-0.73417,0.88551,-0.73417,0.40874,0.40874,2.0634,1.2089,2.1001,1.1459,0.011505,-0.73417,-0.004419,2.1001,-2.4789,-1.616,0.40874,2.1001,2.0634,0.40874,0.49452,0.29965,-2.4789,-1.616,2.6596,-2.4789,0.16495,1.2089,2.6596,2.6596,2.6596,0.40874,-2.1054,-1.616,0.99975,2.6596,1.903,1.7343,2.0634,0.62251,2.6596,1.4479,2.6596,0.40874,-2.4789,2.8538,-2.4789,2.6596,2.6596,2.7228,1.1493,2.6596,-0.79422,-1.616,0.40874,0.40874,2.3551,-2.4789,2.0634,2.1001,2.0634,0.29965,2.1001,-2.4789,0.2444,-2.4789,1.6449,0.29965,-0.004419,2.6596,2.6596,-2.4789,2.0634,2.6596,0.2444,1.1493,2.6596,1.6246,-2.9786,2.7228,2.1158,2.6596,1.1493,1.3095
-0.35337,2.8977,-2.5446,0.57584,2.2542,0.8855,2.5874,0.57584,-3.0122,2.8977,-3.0122,0.57584,0.8855,0.8855,0.57584,-2.8459,2.8977,0.57584,0.8855,-2.7204,0.8855,-3.0122,-2.5446,-2.8459,2.8977,-2.5446,-2.5446,-2.5446,2.4345,-2.5446,2.8977,2.8977,-2.7204,2.8977,2.8977,-2.2354,-2.7204,-2.5446,-2.5446,0.8855,-2.7204,-2.5446,-2.3198,-2.5446,-0.36301,-2.5446,0.8855,-2.5446,0.46869,0.8855,0.8855,0.8855,0.57584,2.6273,0.8855,2.2542,2.8977,2.2542,-2.7204,1.4777,0.8855,-2.5446,-2.5446,0.8855,-2.8459,-0.35337,-2.5446,-2.5446,2.2542,0.57584,2.8977,0.48858,-0.22017,0.8855,-2.0712,-2.5446,-2.5446,0.8855,0.8855,-0.35337,2.8977,-2.241,-3.0122,0.48858,-2.8459,-2.5446,-2.5446,-2.0712,-2.7204,1.0733,-2.5446,1.6769,0.8855,0.8855,1.0733,-2.2354,2.4345,-2.5446,1.6769,0.57584,0.57584,-2.7204,0.8855,0.8855,0.8855,-2.5446,0.8855,0.57584,0.18286,2.8977,-0.36301,-0.12294,2.8977,-2.0712,2.8977,0.57584,-2.7204,-2.3653,-2.5446,2.8977,-2.5446,-0.58744,0.8855,0.8855,-2.5446,0.8855,-2.7204,0.8855
0.059828,0.8232,1.7068,1.4541,0.8232,0.059828,0.059828,2.5955,-0.81777,1.3651,0.8232,-0.43668,3.083,1.4541,0.32152,2.9048,-0.48773,1.5609,2.3895,-0.024404,0.8232,0.8232,-0.81777,1.4541,0.8232,0.059828,-0.48773,-0.43668,0.8232,2.9048,3.083,0.059828,0.8232,0.8232,3.083,0.8232,3.083,1.3651,-0.48773,0.32152,-0.024404,1.6071,-0.48773,-0.43668,1.4541,-0.43668,-0.024404,1.4541,0.059828,0.8232,0.059828,0.32152,1.4541,0.8232,-0.43668,1.4541,0.8232,3.0543,0.8232,-0.43668,1.6071,0.32152,0.32152,1.4541,1.7068,-1.2399,0.059828,-1.4461,3.083,0.57625,0.57625,0.8232,0.8232,1.4541,-0.43668,-2.8984,-2.0087,0.059828,3.0662,-0.48773,1.4541,1.591,0.42444,0.059828,2.9048,-2.7374,-2.0087,1.4541,0.57625,-2.0087,-0.48773,-0.48773,0.57625,1.4541,1.5609,3.083,-2.0087,-2.0087,0.059828,0.059828,0.059828,0.1863,-0.43668,0.8232,1.5609,0.8232,1.5609,0.8232,3.083,0.32152,3.083,-0.024404,0.8232,-2.0087,1.4541,0.059828,3.083,1.4541,0.8232,-0.43668,0.059828,-2.5247,3.083,0.8232,0.059828,0.77161,1.5609,0.32152
0.77999,2.7524,0.056766,2.3436,0.022608,2.7524,-1.7837,0.4967,-0.58369,2.3436,1.1968,0.88893,0.88893,1.1968,1.0901,-1.7837,-2.916,2.5587,1.0901,-2.3571,1.1968,1.0901,2.7524,1.0901,1.1968,1.0901,1.0901,2.7524,0.77999,0.77999,2.4139,2.7524,1.1968,-0.16242,1.2597,-0.16242,0.056766,-0.58369,-0.16242,-0.15031,1.0901,2.7524,-1.7837,1.0901,-0.16242,-1.0502,2.7524,2.7524,0.022608,-0.58369,1.1968,-0.16242,0.88893,-2.2351,0.056766,1.1968,-0.58369,1.0901,1.1968,1.3567,1.3506,0.77999,2.0319,-0.16242,-0.16242,-1.7837,1.0901,0.77999,-0.16242,1.1968,0.77999,2.7524,0.77999,1.0901,1.1968,2.7524,0.88893,0.88893,0.77999,2.7524,1.3506,0.056766,1.0901,0.88893,1.1968,1.0901,2.7524,1.3506,0.77999,1.0901,-0.16242,2.7524,-0.64468,0.77999,0.056766,0.88893,1.3506,0.88893,0.77999,-0.16242,2.7524,1.2597,2.4139,0.77999,1.0901,-0.16242,1.0901,1.0901,2.0319,0.88893,1.0901,-0.58369,0.77999,1.3506,-0.16242,1.3506,-0.16242,-2.2591,-0.16242,-0.64468,1.1968,1.1968,1.1968,0.88893,2.7524,1.0901,1.3506,0.88893
0.89631,0.89861,0.65044,0.65044,2.4857,1.6122,0.65044,2.4239,0.25375,2.4857,2.4857,2.4857,0.25375,0.25375,-1.3074,0.89631,0.25375,2.4857,0.25375,0.65044,1.1869,-1.3074,0.65044,1.2047,1.6122,1.6122,0.65044,1.6122,1.2047,0.65044,-1.3074,2.4857,0.65044,-1.3074,2.4857,0.65044,1.1869,1.1869,0.89631,1.2047,2.4857,0.65044,0.65044,0.25375,0.25375,1.1869,1.6122,0.65044,2.4857,0.65044,1.1869,1.6122,2.4857,2.4857,0.65044,0.65044,0.25375,1.1869,0.65044,2.4857,0.25375,0.25375,1.1869,0.65044,2.4857,0.89631,2.4857,0.89631,2.4857,0.65044,2.4857,2.4857,2.4857,0.65044,0.65044,0.65044,0.65044,2.4857,0.65044,2.4857,1.1869,2.4857,0.65044,0.65044,0.65044,0.65044,0.89861,0.89861,0.65044,0.25375,2.4857,1.1869,0.65044,2.4857,0.65044,0.65044,1.1869,1.6122,0.89861,0.65044,0.89861,0.25375,1.2047,0.65044,2.4857,0.65044,2.6132,0.65044,0.65044,2.4857,0.65044,0.89631,1.2047,0.65044,0.89861,2.4857,2.6132,1.3101,1.1869,0.89861,2.4239,2.4857,0.65044,0.65044,2.4857,2.4857,0.25375,0.65044
2.7015,2.4385,0.29709,-1.3796,-2.0588,0.54293,1.9703,2.5832,0.72255,2.1065,-2.5595,0.72255,2.4608,2.5832,1.9703,-0.93144,-1.3999,-1.9667,1.9703,-1.3999,2.4385,2.5934,2.0496,-2.0588,0.33702,1.4294,2.1903,3.0561,-2.7411,2.746,2.4433,0.74543,0.74624,-2.7411,0.60548,2.8837,1.8152,-0.93144,0.90262,-1.9667,-1.3999,-0.93411,2.294,-2.5595,1.0911,2.7671,0.41387,2.5215,1.4289,-1.7815,3.0561,2.5832,-1.3999,0.32007,2.7015,2.746,2.1065,-1.9667,1.9703,3.0561,2.1048,0.426,2.746,0.42949,0.74543,2.5215,0.54293,2.4608,2.4385,-1.9667,-2.7411,2.294,2.3589,-0.93144,-3.0512,2.4385,-2.5595,2.5934,0.60548,3.0561,2.8837,2.0496,1.474,-1.3999,2.4385,0.57286,-2.5595,-3.0512,-0.93144,2.4385,-2.7411,2.5215,0.74543,-0.93144,-2.7411,2.5832,0.72255,-0.24827,1.9703,-2.5595,2.5934,-1.9667,0.7729,-1.9667,2.8837,0.72255,1.2831,2.0496,2.8837,2.8837,2.7015,2.5934,-3.0512,2.4385,0.72255,0.72255,-2.5595,-2.9054,2.746,2.1065,2.4433,1.4294,2.3723,-1.3796,-0.060489,2.7015,2.3723,1.9703
-0.98541,-0.98541,-2.0881,-0.87346,-0.98541,2.8303,-0.98541,-0.98541,2.8303,-0.98541,-3.0389,2.8303,-0.98541,-0.98541,-0.87346,-0.87346,-2.0881,-2.5895,2.8303,-2.0881,-0.98541,-0.98541,-0.98541,-0.98541,-0.98541,-2.0881,-0.98541,-0.98541,-0.87346,-0.87346,-3.0389,-2.0881,-2.0881,-0.78101,-0.98541,2.8303,-0.98541,-0.98541,0.71518,-0.98541,2.8303,-0.98541,-2.0881,-0.98541,-0.98541,2.8303,2.8303,-0.98541,-0.98541,-0.98541,2.8303,2.1858,-0.87346,-2.2391,-0.98541,2.8303,-0.87346,-0.98541,-0.98541,2.8303,-0.98541,-0.87346,-0.98541,-0.98541,-0.98541,2.8303,2.8303,0.71518,-0.87346,-0.98541,-0.98541,-0.98541,-0.87346,-0.78101,-0.98541,-0.98541,-0.98541,-0.87346,-0.98541,-0.98541,-0.98541,-2.0881,-0.98541,-0.98541,-2.0881,2.8303,2.8303,-0.98541,-0.87346,-0.96836,2.8303,2.8303,-0.98541,-0.98541,-0.98541,2.8303,2.8303,-0.98541,-0.98541,-2.5895,-0.98541,-2.0881,-0.87346,-0.98541,-0.98541,-0.98541,-0.98541,-0.87346,-0.98541,-0.87346,-2.2391,-0.98541,-0.87346,-0.98541,-2.0881,-0.98541,-0.98541,-2.0881,-0.98541,-0.98541,-0.98541,-2.0881,-2.2391,-0.98541,-3.0389,2.8303,-0.98541,-0.98541
